index_content,word,nature,content_type,index_word
75,经济,n,pos,8
75,实惠,vn,pos,9
75,电脑,n,pos,10
75,控,v,pos,11
75,温带,n,pos,12
75,遥控,vn,pos,13
75,实体店,n,pos,14
75,便宜,a,pos,15
75,级,q,pos,16
75,能耗,n,pos,17
75,加热,v,pos,18
75,稍微,d,pos,19
75,慢,a,pos,20
75,推荐,v,pos,21
75,购买,v,pos,22
75,加热,v,pos,23
76,价格合理,n,pos,0
76,卫生间,n,pos,1
76,点,m,pos,2
76,建议,n,pos,3
76,买前,v,pos,4
76,先量,n,pos,5
76,尺寸,n,pos,6
76,安装,v,pos,7
76,师傅,nr,pos,8
76,负责,v,pos,9
76,安装,v,pos,10
76,材料价格,n,pos,11
76,透明,v,pos,12
76,贵,a,pos,13
76,一共,j,pos,14
76,安装,v,pos,15
76,材料费,n,pos,16
76,花,v,pos,17
76,期待,v,pos,18
76,新房,n,pos,19
76,装修,v,pos,20
82,第一次,m,pos,0
82,买大,v,pos,1
82,东西,ns,pos,2
82,感觉,n,pos,3
82,宝贝,nr,pos,4
82,不错,a,pos,5
82,实惠,vn,pos,6
82,加热,v,pos,7
82,慢,a,pos,8
82,一点,m,pos,9
82,度,q,pos,10
82,加热,v,pos,11
82,更慢,d,pos,12
82,总体,n,pos,13
82,性价比,n,pos,14
82,高,a,pos,15
138,挺不错,i,pos,0
138,一款,m,pos,1
138,机器,n,pos,2
138,性价比,n,pos,3
138,高,a,pos,4
138,安装,v,pos,5
138,师傅,nr,pos,6
138,力,n,pos,7
138,中午,t,pos,8
138,打电话,l,pos,9
138,半小时,b,pos,10
140,装,v,pos,0
140,小时,n,pos,1
140,漏水,n,pos,2
140,喊,v,pos,3
140,师傅,nr,pos,4
140,维修,v,pos,5
140,修好,v,pos,6
140,浪费,n,pos,7
140,顾客,nr,pos,8
140,时间,n,pos,9
140,半夜,m,pos,10
140,粗心,a,pos,11
140,商家,n,pos,12
183,送货,v,pos,0
183,服务,vn,pos,1
183,周到,v,pos,2
183,外观,n,pos,3
183,高端,n,pos,4
183,大气,n,pos,5
183,上档次,b,pos,6
183,远程,n,pos,7
183,遥控,vn,pos,8
183,控制,v,pos,9
183,官方,n,pos,10
183,客服,n,pos,11
183,预约,v,pos,12
183,安装,v,pos,13
183,反馈,v,pos,14
183,当天,t,pos,15
183,确认,v,pos,16
183,时间,n,pos,17
183,第二天,m,pos,18
183,派,v,pos,19
183,安装,v,pos,20
183,师傅,nr,pos,21
183,安装,v,pos,22
183,师傅,nr,pos,23
183,专业,n,pos,24
183,耐心,a,pos,25
183,热心,n,pos,26
183,讲解,v,pos,27
183,注意事项,n,pos,28
183,当天,t,pos,29
183,试用,vn,pos,30
183,了下,v,pos,31
183,触屏,n,pos,32
183,效果,n,pos,33
183,加热,v,pos,34
183,容量,n,pos,35
183,足够,v,pos,36
183,一家人,n,pos,37
183,真心,d,pos,38
183,品牌,n,pos,39
183,性价比,n,pos,40
183,高,a,pos,41
183,后续,v,pos,42
183,效果,n,pos,43
183,第二台,m,pos,44
183,推荐,v,pos,45
183,身边,s,pos,46
183,家人,n,pos,47
183,朋友,n,pos,48
183,购买,v,pos,49
210,价格,n,pos,0
210,贵,a,pos,1
210,一共,j,pos,2
210,花,v,pos,3
210,一百块,m,pos,4
210,钱,n,pos,5
210,搞定,v,pos,6
210,安装,v,pos,7
210,人员,n,pos,8
210,专业,n,pos,9
210,工作,vn,pos,10
210,牌,n,pos,11
210,穿,v,pos,12
210,工作服,n,pos,13
272,水压,n,pos,0
272,期待,v,pos,1
272,高,n,pos,2
272,加收,v,pos,3
314,不错,a,pos,0
314,安装,v,pos,1
314,师傅,nr,pos,2
314,负责,v,pos,3
314,乱,d,pos,4
314,接,v,pos,5
314,配件,n,pos,6
314,错,v,pos,7
314,介绍,v,pos,8
314,插座,n,pos,9
314,预留,v,pos,10
314,错,v,pos,11
314,办法,n,pos,12
314,漏电,nz,pos,13
314,保护,v,pos,14
314,插座,n,pos,15
324,遥控,vn,pos,0
324,安装,v,pos,1
324,高,a,pos,2
324,遥控,vn,pos,3
324,升,zg,pos,4
324,家庭,n,pos,5
324,四五个,m,pos,6
324,人用,n,pos,7
332,安装,v,pos,0
332,小哥,n,pos,1
332,我家,r,pos,2
332,安装,v,pos,3
332,时,n,pos,4
332,发现,v,pos,5
332,几个,m,pos,6
332,接口,v,pos,7
332,漏水,n,pos,8
332,小哥,n,pos,9
332,弄,v,pos,10
332,衣袖,n,pos,11
332,湿,a,pos,12
332,总共,b,pos,13
332,收,v,pos,14
332,安装费,n,pos,15
332,良心,a,pos,16
345,安装,v,pos,0
345,师傅,nr,pos,1
345,收,v,pos,2
345,管子,n,pos,3
345,钱,n,pos,4
345,钱,n,pos,5
345,总体,n,pos,6
345,高,a,pos,7
345,后续,v,pos,8
345,观察,v,pos,9
367,第二次,m,pos,0
367,安装费,n,pos,1
367,太,d,pos,2
367,高,a,pos,3
367,一共,j,pos,4
367,块,zg,pos,5
367,明明,t,pos,6
367,安装费,n,pos,7
367,超过,v,pos,8
369,挺好用,a,pos,0
369,第一次,m,pos,1
369,烧水,n,pos,2
369,设置,vn,pos,3
369,度,zg,pos,4
369,烧水,n,pos,5
369,时间,n,pos,6
369,稍微,d,pos,7
369,长点,n,pos,8
369,关机,n,pos,9
369,保温,n,pos,10
369,久,a,pos,11
369,装机,n,pos,12
369,师傅,nr,pos,13
369,客服,n,pos,14
369,打电话,l,pos,15
369,安排,v,pos,16
369,装机,n,pos,17
369,总共,b,pos,18
369,花,v,pos,19
369,价格,n,pos,20
369,材料,n,pos,21
369,清单,a,pos,22
369,送,v,pos,23
369,混,n,pos,24
369,水阀,n,pos,25
369,淋浴,n,pos,26
369,头,n,pos,27
369,不好,d,pos,28
369,混,v,pos,29
369,水阀,n,pos,30
369,只能,v,pos,31
369,暂时,d,pos,32
369,先用,v,pos,33
369,不好,d,pos,34
369,价格,n,pos,35
369,太,d,pos,36
369,稳定,a,pos,37
369,忽高忽低,z,pos,38
369,价格,n,pos,39
369,保障,v,pos,40
369,郁闷,a,pos,41
385,不错,a,pos,0
385,外形,n,pos,1
385,漂亮,a,pos,2
385,加热,v,pos,3
385,慢,a,pos,4
385,特别,d,pos,5
385,此款,r,pos,6
385,插头,n,pos,7
385,安,v,pos,8
397,安装,v,pos,0
397,费用,n,pos,1
397,贵,a,pos,2
397,实验,vn,pos,3
397,明天,t,pos,4
397,试一试,v,pos,5
413,跟得上,v,pos,0
413,步伐,n,pos,1
413,温度,n,pos,2
413,显示,v,pos,3
413,清晰可见,l,pos,4
413,人性化,n,pos,5
413,遥控器,n,pos,6
413,东西,ns,pos,7
413,不用,v,pos,8
413,站,v,pos,9
413,高,a,pos,10
413,用手,n,pos,11
413,按了,p,pos,12
413,安排,v,pos,13
413,安装,v,pos,14
413,师傅,nr,pos,15
413,热情,n,pos,16
413,安装,v,pos,17
413,仔细,ad,pos,18
413,周全,nr,pos,19
433,速度,n,pos,0
433,太,d,pos,1
433,想,v,pos,2
433,想,v,pos,3
433,周六,t,pos,4
433,下午,t,pos,5
433,安装,v,pos,6
433,周五,t,pos,7
433,下午,t,pos,8
433,装上,v,pos,9
433,安装,v,pos,10
433,师傅,nr,pos,11
433,态度,n,pos,12
433,工作到位,l,pos,13
433,号,m,pos,14
433,上午,t,pos,15
433,点,m,pos,16
433,订单,n,pos,17
433,点,m,pos,18
433,接到,v,pos,19
433,客服,n,pos,20
433,电话,n,pos,21
433,接到,v,pos,22
433,电话,n,pos,23
433,沟通,v,pos,24
433,安装,v,pos,25
433,到货,v,pos,26
433,商场,n,pos,27
433,商场,n,pos,28
433,里,f,pos,29
433,星期,t,pos,30
433,估计,v,pos,31
433,装,v,pos,32
433,效率,n,pos,33
433,太,d,pos,34
433,高,a,pos,35
433,第一天,m,pos,36
433,下单,n,pos,37
433,第二天,m,pos,38
433,收货,n,pos,39
433,第三天,m,pos,40
433,安装,v,pos,41
500,不错,a,pos,0
500,一段时间,l,pos,1
500,评价,n,pos,2
500,配件,n,pos,3
500,贵,a,pos,4
502,不错,a,pos,0
502,花洒,nr,pos,1
502,太小,n,pos,2
502,水压,n,pos,3
502,高,a,pos,4
502,水太,nr,pos,5
502,密集,n,pos,6
531,实惠,vn,pos,0
531,性价比,n,pos,1
531,高,a,pos,2
559,先是,d,pos,0
559,实体店,n,pos,1
559,机械式,n,pos,2
559,干脆,d,pos,3
559,网上,s,pos,4
559,抢,v,pos,5
559,拉倒,v,pos,6
559,正好,a,pos,7
559,赶上,d,pos,8
559,活动,vn,pos,9
559,不到,v,pos,10
559,一千块,m,pos,11
559,钱,n,pos,12
559,拿下,v,pos,13
559,辅材,n,pos,14
559,收费,n,pos,15
559,干嘛,n,pos,16
559,贵,a,pos,17
559,反正,d,pos,18
559,假货,n,pos,19
570,产品,n,pos,0
570,安装,v,pos,1
570,送货,v,pos,2
570,太慢,a,pos,3
577,价格,n,pos,0
577,贵,a,pos,1
577,希望,v,pos,2
577,一分钱,n,pos,3
577,一分货,n,pos,4
588,到货,v,pos,0
588,安装,v,pos,1
588,效率,n,pos,2
588,高,a,pos,3
667,东西,ns,pos,0
667,自营,vn,pos,1
667,快递,v,pos,2
667,第二天,m,pos,3
667,京,j,pos,4
667,东西,ns,pos,5
667,送来,v,pos,6
667,包装,v,pos,7
667,客服,n,pos,8
667,不错,a,pos,9
667,不懂,a,pos,10
667,耐心,a,pos,11
667,解答,v,pos,12
667,售后,n,pos,13
667,师傅,nr,pos,14
667,安装,v,pos,15
667,第二天,m,pos,16
667,赶上,d,pos,17
667,第三天,m,pos,18
667,帮,v,pos,19
667,安装,v,pos,20
667,态度,n,pos,21
667,安装费,n,pos,22
667,贵,a,pos,23
687,东西,ns,pos,0
687,不错,a,pos,1
687,做工,v,pos,2
687,全国,n,pos,3
687,联保,j,pos,4
687,售后,n,pos,5
687,安装,v,pos,6
687,师傅,nr,pos,7
687,热情,n,pos,8
687,安装费,n,pos,9
687,高,a,pos,10
687,块,zg,pos,11
687,减,v,pos,12
687,零头,n,pos,13
687,师傅,nr,pos,14
687,坎,nrt,pos,15
687,大山,ns,pos,16
687,上推,v,pos,17
687,八辈,m,pos,18
687,祖宗,nr,pos,19
687,师傅,nr,pos,20
687,够够,a,pos,21
715,适合,v,pos,0
715,一家,m,pos,1
715,三口,m,pos,2
715,活动,vn,pos,3
715,期间,f,pos,4
715,性价比,n,pos,5
715,高,a,pos,6
731,机器,n,pos,0
731,安装,v,pos,1
731,师傅,nr,pos,2
731,细心,n,pos,3
731,唯一,b,pos,4
731,不太好,v,pos,5
731,地方,n,pos,6
731,预约,v,pos,7
731,上门,ns,pos,8
731,安装,v,pos,9
731,主动,b,pos,10
731,安装,v,pos,11
731,预约,v,pos,12
731,电话,n,pos,13
731,不好,d,pos,14
731,打通,v,pos,15
756,外型,b,pos,0
756,美观,nz,pos,1
756,加热,v,pos,2
756,师付,nr,pos,3
756,认真负责,n,pos,4
756,安装费,n,pos,5
756,够,v,pos,6
756,高,a,pos,7
756,轻体,n,pos,8
756,墙,n,pos,9
756,架子,n,pos,10
756,安装费,n,pos,11
756,一共,j,pos,12
756,花,v,pos,13
756,八角,m,pos,14
756,阀,n,pos,15
756,提供,v,pos,16
756,压力,n,pos,17
756,阀,n,pos,18
756,处,n,pos,19
756,滴水,n,pos,20
756,咨询,vn,pos,21
756,影响,vn,pos,22
756,美观,nz,pos,23
780,性价比,n,pos,0
780,高,a,pos,1
780,遥控,vn,pos,2
780,遥控,vn,pos,3
780,经济,n,pos,4
780,经济,n,pos,5
780,超级,b,pos,6
780,实用,v,pos,7
785,两台,m,pos,0
785,性价比,n,pos,1
785,功率,n,pos,2
785,加热,v,pos,3
785,多分钟,m,pos,4
785,慢,a,pos,5
785,家庭,n,pos,6
788,加热,v,pos,0
788,速度,n,pos,1
788,稍微,d,pos,2
788,慢,a,pos,3
788,一点,m,pos,4
788,售后,n,pos,5
788,安装,v,pos,6
788,东西,ns,pos,7
788,五金店,nz,pos,8
788,售后,n,pos,9
788,安装,v,pos,10
788,花钱,n,pos,11
809,漏水,n,pos,0
809,现象,n,pos,1
809,家,m,pos,2
809,漏水,n,pos,3
809,漏下,v,pos,4
809,泡,v,pos,5
809,责任,n,pos,6
809,评评理,n,pos,7
841,安装,v,pos,0
841,感觉,n,pos,1
841,高级,b,pos,2
841,师傅,nr,pos,3
841,安装,v,pos,4
841,态度,n,pos,5
841,价格,n,pos,6
841,价格,n,pos,7
841,高,a,pos,8
847,下单,n,pos,0
847,送往,v,pos,1
847,乡下,s,pos,2
847,物流,n,pos,3
847,系统,n,pos,4
847,物流,n,pos,5
847,转,v,pos,6
847,委托,n,pos,7
847,公司,n,pos,8
847,送货,v,pos,9
847,太慢,a,pos,10
847,一个月,m,pos,11
847,时间,n,pos,12
847,乡镇,n,pos,13
847,费用,n,pos,14
847,找,v,pos,15
847,货车,n,pos,16
847,拉,v,pos,17
847,字,n,pos,18
847,农村,n,pos,19
847,太,d,pos,20
847,难,a,pos,21
847,搞定,v,pos,22
952,安装,v,pos,0
952,材料费,n,pos,1
952,贵,a,pos,2
952,几个,m,pos,3
952,接头,v,pos,4
952,就块,d,pos,5
952,无奈,d,pos,6
952,安,v,pos,7
982,安装,v,neg,0
982,配,v,neg,1
982,两个,m,neg,2
982,安装,v,neg,3
982,空间,n,neg,4
982,安装,v,neg,5
982,位置,v,neg,6
982,洗手间,n,neg,7
982,外面,f,neg,8
982,隔,v,neg,9
982,一堵,m,neg,10
982,墙,n,neg,11
982,米,m,neg,12
982,之内,f,neg,13
982,下层,n,neg,14
982,墙,n,neg,15
982,材料,n,neg,16
982,请,v,neg,17
982,安装,v,neg,18
982,人员,n,neg,19
982,挂,v,neg,20
982,墙壁,s,neg,21
982,请,v,neg,22
982,离开,v,neg,23
982,管道,n,neg,24
982,安装,v,neg,25
982,省,n,neg,26
982,大洋,ns,neg,27
982,晚上,t,neg,28
982,邻居,v,neg,29
982,告诉,v,neg,30
982,两个,m,neg,31
982,安装,v,neg,32
982,人员,n,neg,33
982,路上,s,neg,34
982,嘀咕,o,neg,35
982,早上,t,neg,36
982,白跑,ns,neg,37
982,一趟,m,neg,38
982,抠,v,neg,39
982,业主,n,neg,40
982,早,a,neg,41
982,不来,v,neg,42
982,几天,m,neg,43
982,配,v,neg,44
982,花,v,neg,45
982,洒,v,neg,46
982,漏水,n,neg,47
982,郁闷,a,neg,48
983,愉快,a,neg,0
983,网购,n,neg,1
983,几天,m,neg,2
983,舒服,a,neg,3
983,下单,n,neg,4
983,付款,v,neg,5
983,半小时,b,neg,6
983,客服,n,neg,7
983,打电话,l,neg,8
983,当天,t,neg,9
983,送货,v,neg,10
983,心喜,n,neg,11
983,请假,v,neg,12
983,回家,n,neg,13
983,等待,v,neg,14
983,小时,n,neg,15
983,物流,n,neg,16
983,打电话,l,neg,17
983,所在区域,n,neg,18
983,第二天,m,neg,19
983,送,v,neg,20
983,语,ng,neg,21
983,天,q,neg,22
983,工资,vn,neg,23
983,人员,n,neg,24
983,电话,n,neg,25
983,情况,n,neg,26
983,商家,n,neg,27
983,下文,n,neg,28
983,第二天,m,neg,29
983,点,m,neg,30
983,安装,v,neg,31
983,师傅,nr,neg,32
983,安装,v,neg,33
983,一看,u,neg,34
983,安排,v,neg,35
983,送货,v,neg,36
983,中,f,neg,37
983,告知,v,neg,38
983,货,n,neg,39
983,惠州,ns,neg,40
983,下午,t,neg,41
983,点,m,neg,42
983,送到,v,neg,43
983,郁闷,a,neg,44
983,下午,t,neg,45
983,点,m,neg,46
983,安装,v,neg,47
983,师傅,nr,neg,48
983,告知,v,neg,49
983,点,m,neg,50
983,还好,v,neg,51
983,点货,n,neg,52
983,电话,n,neg,53
983,安装,v,neg,54
983,师傅,nr,neg,55
983,点,m,neg,56
983,点,m,neg,57
983,无人,n,neg,58
983,接听,v,neg,59
983,点,m,neg,60
983,终于,d,neg,61
983,安排,v,neg,62
983,太,d,neg,63
983,忙,v,neg,64
983,点,m,neg,65
983,无人,n,neg,66
983,天,q,neg,67
983,洗澡,v,neg,68
983,感冒,v,neg,69
983,冷水,n,neg,70
983,洗,v,neg,71
983,点,m,neg,72
983,师傅,nr,neg,73
983,说好,v,neg,74
983,再晚,d,neg,75
983,找,v,neg,76
983,宾馆,n,neg,77
983,解决,v,neg,78
983,第三天,m,neg,79
983,中午,t,neg,80
983,安装,v,neg,81
983,面对,v,neg,82
983,面对,v,neg,83
983,安装,v,neg,84
983,师傅,nr,neg,85
983,无语,v,neg,86
983,楼下,s,neg,87
983,商场,n,neg,88
983,逛,v,neg,89
983,价格,n,neg,90
983,付款,v,neg,91
983,送货,v,neg,92
983,安装,v,neg,93
983,送,v,neg,94
983,一盒,m,neg,95
983,安琪,nr,neg,96
983,月饼,n,neg,97
983,无语,v,neg,98
983,希望,v,neg,99
983,蒸蒸日上,i,neg,100
983,每况愈下,l,neg,101
983,服务,vn,neg,102
988,下图,v,neg,0
988,安装,v,neg,1
988,安装公司,nt,neg,2
988,加收,v,neg,3
988,八十块,m,neg,4
988,接头,v,neg,5
988,做,v,neg,6
988,水电,n,neg,7
988,肯定,v,neg,8
988,装,v,neg,9
988,打电话,l,neg,10
988,装是,n,neg,11
988,保修,v,neg,12
988,装,v,neg,13
988,公司,n,neg,14
988,安装,v,neg,15
988,漏电,nz,neg,16
988,电死人,n,neg,17
988,操,v,neg,18
988,公司,n,neg,19
988,客服,n,neg,20
988,电话,n,neg,21
988,找,v,neg,22
988,工程师,n,neg,23
988,解答,v,neg,24
988,技术,n,neg,25
988,漏洞,n,neg,26
988,安装,v,neg,27
988,漏电,nz,neg,28
988,半天,m,neg,29
988,回复,v,neg,30
988,家里,s,neg,31
988,三台,m,neg,32
988,水,n,neg,33
988,本来,t,neg,34
988,导电介质,n,neg,35
988,装,v,neg,36
988,花钱,n,neg,37
988,漏电,nz,neg,38
988,机器,n,neg,39
988,回家,n,neg,40
988,气死人,n,neg,41
988,建议,n,neg,42
988,三思,n,neg,43
989,漏水,n,neg,0
989,安装,v,neg,1
989,师傅,nr,neg,2
989,坏,a,neg,3
989,找,v,neg,4
989,客服,n,neg,5
989,客服,n,neg,6
989,专业,n,neg,7
989,师傅,nr,neg,8
989,检验,vn,neg,9
989,完开,v,neg,10
989,确认,v,neg,11
989,单再,d,neg,12
989,申请,v,neg,13
989,退换货,n,neg,14
989,申请,v,neg,15
989,天,q,neg,16
989,发货,n,neg,17
989,广东,ns,neg,18
989,月,m,neg,19
989,天,q,neg,20
989,一周,m,neg,21
989,时间,n,neg,22
989,期间,f,neg,23
989,凉水,n,neg,24
989,冲澡,v,neg,25
989,高估,v,neg,26
989,品质,n,neg,27
989,服务,vn,neg,28
989,放,v,neg,29
989,自来水,l,neg,30
989,几十分钟,m,neg,31
989,客服,n,neg,32
989,电话,n,neg,33
989,糟糕,a,neg,34
989,采购,v,neg,35
989,良心,a,neg,36
989,评价,n,neg,37
989,想,v,neg,38
989,采购,v,neg,39
989,慎重,a,neg,40
993,东西,ns,neg,0
993,售后,n,neg,1
993,真,d,neg,2
993,不行,v,neg,3
993,第一天,m,neg,4
993,没装,v,neg,5
993,调整,vn,neg,6
993,位置,v,neg,7
993,两天,m,neg,8
993,头条,n,neg,9
993,下午,t,neg,10
993,预约,v,neg,11
993,第二天,m,neg,12
993,早就,d,neg,13
993,安装,v,neg,14
993,赶工期,v,neg,15
993,答应,v,neg,16
993,第二天,m,neg,17
993,安装,v,neg,18
993,洁具,n,neg,19
993,工人,n,neg,20
993,几个,m,neg,21
993,小时,n,neg,22
993,不见,v,neg,23
993,打电话,l,neg,24
993,下午,t,neg,25
993,气死,n,neg,26
993,打电话,l,neg,27
993,调节,vn,neg,28
993,几分钟,m,neg,29
993,回复,v,neg,30
993,这一,r,neg,31
993,推,v,neg,32
993,没影,v,neg,33
993,安装工人,l,neg,34
993,打算,v,neg,35
993,投诉,v,neg,36
993,电话,n,neg,37
993,打来,v,neg,38
993,有人,r,neg,39
993,装车,n,neg,40
993,装,v,neg,41
993,上车,n,neg,42
993,安装,v,neg,43
993,路程,n,neg,44
993,半个,m,neg,45
993,小时,n,neg,46
993,下午,t,neg,47
993,一点半,m,neg,48
993,诚信,nz,neg,49
993,管件,n,neg,50
993,杂,n,neg,51
993,牌子,n,neg,52
993,原装,n,neg,53
993,配套,a,neg,54
993,质量,n,neg,55
993,垃圾,n,neg,56
997,越来越,d,neg,0
997,差,a,neg,1
997,再也,d,neg,2
997,不用,v,neg,3
997,反正,d,neg,4
997,时代,n,neg,5
997,电器,n,neg,6
997,牌子,n,neg,7
997,更好,d,neg,8
997,多着,m,neg,9
997,电器,n,neg,10
997,费电,n,neg,11
997,加热,v,neg,12
997,慢,a,neg,13
997,安装,v,neg,14
997,材料,n,neg,15
997,推荐,v,neg,16
997,购买,v,neg,17
997,建议,n,neg,18
997,购买,v,neg,19
1000,感觉,n,neg,0
1000,坑,n,neg,1
1000,真不知道,i,neg,2
1000,包,v,neg,3
1000,安装,v,neg,4
1000,支架,n,neg,5
1000,一大笔钱,l,neg,6
1000,真心,d,neg,7
1000,不想,v,neg,8
1000,安装,v,neg,9
1000,张,q,neg,10
1000,安装,v,neg,11
1000,费用,n,neg,12
1000,真,d,neg,13
1000,晕,v,neg,14
1000,不想,v,neg,15
1004,产品,n,neg,0
1004,安装,v,neg,1
1004,坑人,n,neg,2
1004,明明,t,neg,3
1004,封顶,n,neg,4
1004,收费,n,neg,5
1004,搞不懂,l,neg,6
1004,总共,b,neg,7
1004,安装,v,neg,8
1004,管路,n,neg,9
1004,超过,v,neg,10
1004,米,q,neg,11
1004,角阀,n,neg,12
1004,买来,v,neg,13
1004,底气,n,neg,14
1004,收费,n,neg,15
1004,问,v,neg,16
1004,卖,v,neg,17
1004,产品,n,neg,18
1004,安装费,n,neg,19
1004,坑,n,neg,20
1010,烧,v,neg,0
1010,四个,m,neg,1
1010,小时,n,neg,2
1010,烧到,v,neg,3
1010,垃圾,n,neg,4
1010,产品,n,neg,5
1010,客服,n,neg,6
1010,加到,v,neg,7
1010,黑名单,nr,neg,8
1010,问,n,neg,9
1010,等于,v,neg,10
1010,花钱买,ns,neg,11
1010,教训,vn,neg,12
1010,醉,v,neg,13
1017,星,n,neg,0
1017,送给,v,neg,1
1017,售后,n,neg,2
1017,刚微,d,neg,3
1017,信,v,neg,4
1017,预约,v,neg,5
1017,电话,n,neg,6
1017,效率,n,neg,7
1017,高,a,neg,8
1017,地方,n,neg,9
1017,看过,v,neg,10
1017,电话,n,neg,11
1017,里,f,neg,12
1017,张口,nr,neg,13
1017,安装,v,neg,14
1017,三四百,m,neg,15
1017,只能,v,neg,16
1017,有空,vn,neg,17
1017,地方,n,neg,18
1017,钱,n,neg,19
1017,事,n,neg,20
1017,反正,d,neg,21
1017,凑到,v,neg,22
1017,松口,ns,neg,23
1017,实体店,n,neg,24
1017,费,v,neg,25
1017,大劲,d,neg,26
1017,价钱,n,neg,27
1017,售后,n,neg,28
1017,材料,n,neg,29
1017,找,v,neg,30
1017,师傅,nr,neg,31
1017,安装,v,neg,32
1017,评估,vn,neg,33
1017,中,f,neg,34
1017,等用,v,neg,35
1017,再来,d,neg,36
1017,追评,v,neg,37
1021,乐色,n,neg,0
1021,烧水,n,neg,1
1021,贼,n,neg,2
1021,慢,d,neg,3
1021,费劲,a,neg,4
1021,小时,n,neg,5
1021,够,v,neg,6
1021,洗,v,neg,7
1021,洗,v,neg,8
1021,烧供,v,neg,9
1021,不上,d,neg,10
1023,安装,v,neg,0
1023,师傅,nr,neg,1
1023,安装,v,neg,2
1023,水,n,neg,3
1023,走廊,n,neg,4
1023,漏水,n,neg,5
1023,一塌糊涂,i,neg,6
1024,安装,v,neg,0
1024,保,v,neg,1
1024,逻辑,n,neg,2
1024,各种类型,l,neg,3
1024,收费,n,neg,4
1024,安装,v,neg,5
1024,油烟机,n,neg,6
1024,挂架,v,neg,7
1024,不行,v,neg,8
1024,油烟机,n,neg,9
1024,新楼,n,neg,10
1024,独立,v,neg,11
1024,烟道,n,neg,12
1024,非要,b,neg,13
1024,按止,v,neg,14
1024,逆阀,n,neg,15
1024,不安,a,neg,16
1024,不好,d,neg,17
1024,理解,v,neg,18
1024,口,q,neg,19
1024,安装,v,neg,20
1024,大小,b,neg,21
1024,做,v,neg,22
1024,东西,ns,neg,23
1024,不好,d,neg,24
1024,按了,p,neg,25
1024,还得,v,neg,26
1024,上边带,n,neg,27
1024,板,n,neg,28
1024,卸下来,v,neg,29
1024,想,v,neg,30
1024,问,v,neg,31
1024,花钱,n,neg,32
1024,东西,ns,neg,33
1024,做,v,neg,34
1024,设计,vn,neg,35
1024,板子,n,neg,36
1026,发货,n,neg,0
1026,超级,b,neg,1
1026,慢,a,neg,2
1026,服务态度,n,neg,3
1026,差,a,neg,4
1026,当天,t,neg,5
1026,点,m,neg,6
1026,显示,v,neg,7
1026,第二天,m,neg,8
1026,送货,v,neg,9
1026,第二天,m,neg,10
1026,早上,t,neg,11
1026,接到,v,neg,12
1026,电话,n,neg,13
1026,明天,t,neg,14
1026,送,v,neg,15
1026,第三天,m,neg,16
1026,接到,v,neg,17
1026,电话,n,neg,18
1026,明天,t,neg,19
1026,送,v,neg,20
1026,生气,n,neg,21
1026,不行,v,neg,22
1026,送,v,neg,23
1026,挂掉,v,neg,24
1026,电话,n,neg,25
1026,系统,n,neg,26
1026,显示,v,neg,27
1026,三天,m,neg,28
1026,送货,v,neg,29
1026,态度,n,neg,30
1026,购买者,n,neg,31
1026,感觉,n,neg,32
1026,反正,d,neg,33
1026,付,v,neg,34
1026,钱,n,neg,35
1026,爱,v,neg,36
