index_content,word,nature,content_type,index_word
40,旧,a,pos,41
40,年,m,pos,42
40,没坏,v,pos,43
40,品牌,n,pos,44
40,没了,v,pos,45
40,希望,v,pos,46
40,经久耐用,l,pos,47
41,满意,v,pos,0
41,送货,v,pos,1
41,师傅,nr,pos,2
41,搬到,v,pos,3
41,楼,n,pos,4
41,安装,v,pos,5
41,师傅,nr,pos,6
41,不错,a,pos,7
42,昨天,t,pos,0
42,装,v,pos,1
42,第一次,m,pos,2
42,烧水,n,pos,3
42,很快,d,pos,4
42,性价比,n,pos,5
42,超高,v,pos,6
44,下单,n,pos,0
44,安装,v,pos,1
44,正品,n,pos,2
44,值得,v,pos,3
44,推荐,v,pos,4
48,外观,n,pos,0
48,时尚,n,pos,1
48,简约,d,pos,2
48,白色,n,pos,3
48,显,v,pos,4
48,大气,n,pos,5
48,一键,n,pos,6
48,快速,d,pos,7
48,升温,v,pos,8
48,省,n,pos,9
48,时,ng,pos,10
48,一键,n,pos,11
48,中温,n,pos,12
48,保温,n,pos,13
48,省力,n,pos,14
48,远红外,l,pos,15
48,遥控,vn,pos,16
48,控制,v,pos,17
48,便捷,a,pos,18
48,液晶,n,pos,19
48,大屏,n,pos,20
48,一目了然,i,pos,21
48,安装,v,pos,22
48,师傅,nr,pos,23
48,细心,n,pos,24
48,周到,v,pos,25
48,服务,vn,pos,26
48,温暖,an,pos,27
48,送,v,pos,28
48,小花,n,pos,29
48,洒,v,pos,30
48,正好,a,pos,31
48,我家,r,pos,32
48,坏,a,pos,33
48,无微不至,i,pos,34
48,品牌,n,pos,35
48,值得,v,pos,36
48,信赖,n,pos,37
49,线,n,pos,0
49,拍下,v,pos,1
49,产品,n,pos,2
49,发货,n,pos,3
49,速度,n,pos,4
49,很快,d,pos,5
49,预约,v,pos,6
49,上门,ns,pos,7
49,安装,v,pos,8
49,安装,v,pos,9
49,人员,n,pos,10
49,业务,n,pos,11
49,熟练,a,pos,12
49,素质,n,pos,13
49,高,a,pos,14
49,牌子,n,pos,15
49,值得,v,pos,16
49,信赖,n,pos,17
49,加热,v,pos,18
49,升水,v,pos,19
49,够,zg,pos,20
49,两个,m,pos,21
49,人用,n,pos,22
49,愉快,a,pos,23
49,购物,n,pos,24
49,体验,n,pos,25
49,性价比,n,pos,26
49,极高,a,pos,27
49,一款,m,pos,28
51,购物,n,pos,0
51,快递,v,pos,1
51,力,n,pos,2
51,购物,n,pos,3
51,快递,v,pos,4
51,力,n,pos,5
51,理解,v,pos,6
51,送货,v,pos,7
51,量,n,pos,8
51,大师傅,nr,pos,9
51,忙不过来,l,pos,10
51,宝贝,nr,pos,11
51,留心,v,pos,12
51,客服,n,pos,13
51,人员,n,pos,14
51,告知,v,pos,15
51,算,v,pos,16
51,倒霉,a,pos,17
51,安装,v,pos,18
51,安装,v,pos,19
51,师傅,nr,pos,20
51,很好,d,pos,21
51,顾客,nr,pos,22
51,安装,v,pos,23
51,好看,v,pos,24
51,周到,v,pos,25
51,关心,n,pos,26
51,收费,n,pos,27
51,两个,m,pos,28
51,脚法,n,pos,29
51,管子,n,pos,30
51,收费,n,pos,31
51,满意,v,pos,32
51,购物,n,pos,33
51,下次,t,pos,34
51,用后感,n,pos,35
52,品牌,n,pos,0
52,值得,v,pos,1
52,信赖,n,pos,2
52,就用,v,pos,3
52,新房子,n,pos,4
52,装修,v,pos,5
52,售后,n,pos,6
52,特别,d,pos,7
52,正规,a,pos,8
52,安装,v,pos,9
52,人员,n,pos,10
52,进门,v,pos,11
52,穿鞋,n,pos,12
52,套,q,pos,13
52,耐心,a,pos,14
52,谅解,v,pos,15
52,贴心,v,pos,16
52,满意,v,pos,17
52,购物,n,pos,18
53,购买,v,pos,0
53,自营,vn,pos,1
53,商品,n,pos,2
53,拥有,v,pos,3
53,七天,t,pos,4
53,理由,n,pos,5
53,退换货,n,pos,6
53,消费者,n,pos,7
53,无忧,v,pos,8
53,购买,v,pos,9
53,送货,v,pos,10
53,电,n,pos,11
53,电子,n,pos,12
53,百货,n,pos,13
53,厂品,n,pos,14
53,购买,v,pos,15
53,信赖,n,pos,16
53,自营,vn,pos,17
55,升,zg,pos,0
55,预约,v,pos,1
55,洗浴,v,pos,2
55,无线,n,pos,3
55,遥控,vn,pos,4
55,不错,a,pos,5
55,送货,v,pos,6
55,安装,v,pos,7
55,不错,a,pos,8
55,家里人,nrt,pos,9
55,满意,v,pos,10
55,升,zg,pos,11
55,预约,v,pos,12
55,洗浴,v,pos,13
55,无线,n,pos,14
55,遥控,vn,pos,15
55,不错,a,pos,16
55,行,zg,pos,17
55,价格,n,pos,18
55,总,b,pos,19
55,波动,vn,pos,20
57,师傅,nr,pos,0
57,安装,v,pos,1
57,服务态度,n,pos,2
57,不错,a,pos,3
57,品牌,n,pos,4
57,送货上门,l,pos,5
57,速度,n,pos,6
57,很快,d,pos,7
58,品牌,n,pos,0
58,值得,v,pos,1
58,信赖,n,pos,2
58,第二回,m,pos,3
58,购买,v,pos,4
58,加热,v,pos,5
58,速度,n,pos,6
58,洗澡,v,pos,7
58,不用,v,pos,8
58,送货,v,pos,9
58,安装,v,pos,10
58,安装,v,pos,11
58,师傅,nr,pos,12
58,气,n,pos,13
58,讲解,v,pos,14
58,到位,v,pos,15
58,师傅,nr,pos,16
58,还给,v,pos,17
58,收拾,v,pos,18
58,卫生,an,pos,19
58,真的,d,pos,20
58,满意,v,pos,21
58,不的,v,pos,22
58,满分,d,pos,23
61,不错,a,pos,0
61,太棒了,nr,pos,1
61,一级,m,pos,2
61,变频,vn,pos,3
61,出热,v,pos,4
61,水量,n,pos,5
61,价格,n,pos,6
61,合适,a,pos,7
62,牌子,n,pos,0
62,买回来,l,pos,1
62,值得,v,pos,2
62,撇开,v,pos,3
62,价格,n,pos,4
62,牌子,n,pos,5
62,摆在,v,pos,6
62,就让,v,pos,7
62,放心,v,pos,8
62,收到,v,pos,9
62,第一,m,pos,10
62,感觉,n,pos,11
62,升,v,pos,12
62,容积,n,pos,13
62,足够,v,pos,14
62,三个,m,pos,15
62,洗,v,pos,16
62,试,v,pos,17
62,不错,a,pos,18
62,满意,v,pos,19
62,购物,n,pos,20
62,五星,nz,pos,21
62,好评,v,pos,22
63,收到,v,pos,0
63,外观,n,pos,1
63,颜值,n,pos,2
63,高,a,pos,3
63,简洁,a,pos,4
63,大方,n,pos,5
63,预约,v,pos,6
63,安装,v,pos,7
63,很快,d,pos,8
63,到货,v,pos,9
63,第二天,m,pos,10
63,师傅,nr,pos,11
63,一大早,l,pos,12
63,免费,vn,pos,13
63,安装,v,pos,14
63,收,v,pos,15
63,材料费,n,pos,16
63,品牌,n,pos,17
63,值得,v,pos,18
63,信赖,n,pos,19
64,东西,ns,pos,0
64,不错,a,pos,1
64,质量,n,pos,2
64,实用,v,pos,3
64,后悔,v,pos,4
64,外观,n,pos,5
64,大气,n,pos,6
64,颜色,n,pos,7
64,漂亮,a,pos,8
64,喜欢,v,pos,9
64,多款,m,pos,10
64,款,m,pos,11
64,性价比,n,pos,12
64,物流,n,pos,13
64,师傅,nr,pos,14
64,热情,n,pos,15
65,品牌,n,pos,0
65,可以信赖,l,pos,1
65,物流,n,pos,2
65,安装,v,pos,3
65,完美,a,pos,4
65,隔天,nz,pos,5
65,预约,v,pos,6
65,安装,v,pos,7
65,安装,v,pos,8
65,服务,vn,pos,9
65,不错,a,pos,10
65,花,v,pos,11
65,材料费,n,pos,12
65,材料,n,pos,13
65,包,v,pos,14
65,三年,m,pos,15
68,尺寸,n,pos,0
68,大小,b,pos,1
68,正好,a,pos,2
68,质量,n,pos,3
68,不错,a,pos,4
68,品牌,n,pos,5
68,值得,v,pos,6
68,信赖,n,pos,7
68,安装,v,pos,8
68,师傅,nr,pos,9
68,专业,n,pos,10
68,美观,nz,pos,11
68,实用,v,pos,12
71,喜欢,v,pos,0
71,值得,v,pos,1
71,信任,n,pos,2
71,服务,vn,pos,3
71,实在,v,pos,4
71,一流,n,pos,5
71,谢谢,nr,pos,6
72,品牌,n,pos,0
72,值得,v,pos,1
72,信赖,n,pos,2
72,送货,v,pos,3
72,晚上,t,pos,4
72,点,m,pos,5
72,下单,n,pos,6
72,第二天,m,pos,7
72,下午,t,pos,8
72,收到,v,pos,9
72,外箱,n,pos,10
72,外观,n,pos,11
72,完好,a,pos,12
72,外观,n,pos,13
72,不错,a,pos,14
72,很大,a,pos,15
72,操作,v,pos,16
72,面板,n,pos,17
72,不错,a,pos,18
72,装,v,pos,19
72,再来,d,pos,20
72,追评,v,pos,21
72,总体,n,pos,22
72,满意,v,pos,23
77,安装,v,pos,0
77,比较满意,l,pos,1
77,送货,v,pos,2
77,安装,v,pos,3
77,免费,vn,pos,4
77,材料,n,pos,5
77,收费,n,pos,6
77,购买,v,pos,7
77,材料,n,pos,8
77,九折,m,pos,9
77,材料,n,pos,10
77,费用,n,pos,11
77,地方,n,pos,12
77,管件,n,pos,13
77,情况,n,pos,14
77,打折,v,pos,15
77,安装,v,pos,16
77,师傅,nr,pos,17
77,态度,n,pos,18
77,点,m,pos,19
77,赞,v,pos,20
78,依然,d,pos,0
78,棒棒,n,pos,1
78,信赖,n,pos,2
78,家电,j,pos,3
78,售后,n,pos,4
78,师傅,nr,pos,5
78,一级,m,pos,6
78,棒,zg,pos,7
79,第次,m,pos,0
79,电器,n,pos,1
79,一如既往,i,pos,2
79,物流,n,pos,3
79,安装,v,pos,4
79,服务,vn,pos,5
79,更是,d,pos,6
79,无话可说,l,pos,7
79,第四个,m,pos,8
79,质量,n,pos,9
79,信得过,v,pos,10
79,支持,v,pos,11
79,支持,v,pos,12
79,电器,n,pos,13
79,希望,v,pos,14
79,更好,d,pos,15
80,一个月,m,pos,0
80,评价,n,pos,1
80,安装,v,pos,2
80,师傅,nr,pos,3
80,认真负责,n,pos,4
80,质量,n,pos,5
80,不错,a,pos,6
80,后期,t,pos,7
80,咨询,vn,pos,8
80,安装,v,pos,9
80,师傅,nr,pos,10
80,登门,ns,pos,11
80,指导,n,pos,12
80,售后,n,pos,13
80,不错,a,pos,14
80,安装费,n,pos,15
80,小贵,nr,pos,16
80,五星,nz,pos,17
80,好评,v,pos,18
83,机子,n,pos,0
83,不错,a,pos,1
83,装,v,pos,2
83,特,d,pos,3
83,通水,n,pos,4
83,通电,j,pos,5
83,试,v,pos,6
83,下才,t,pos,7
83,评价,n,pos,8
83,美观,nz,pos,9
83,大方,n,pos,10
83,使用方便,l,pos,11
83,牌子,n,pos,12
83,赞,v,pos,13
84,快递,v,pos,0
84,力,n,pos,1
84,收到,v,pos,2
84,宝贝,nr,pos,3
84,打开,v,pos,4
84,质量,n,pos,5
84,不错,a,pos,6
84,原因,n,pos,7
84,安装,v,pos,8
84,售后,n,pos,9
84,打电话,l,pos,10
84,解决,v,pos,11
84,感觉,n,pos,12
84,满意,v,pos,13
84,下次,t,pos,14
84,光临,v,pos,15
85,家电,j,pos,0
85,家电,j,pos,1
85,选择,v,pos,2
85,品牌,n,pos,3
85,值得,v,pos,4
85,信赖,n,pos,5
85,正品,n,pos,6
85,低价,n,pos,7
85,无假货,i,pos,8
85,售后服务,l,pos,9
85,一体化,l,pos,10
85,态度,n,pos,11
86,特别,d,pos,0
86,搞,v,pos,1
86,速度,n,pos,2
86,性价比,n,pos,3
86,高,a,pos,4
86,物流,n,pos,5
86,安装,v,pos,6
86,很快,d,pos,7
86,声音,n,pos,8
86,热,a,pos,9
86,速度,n,pos,10
86,赞,v,pos,11
87,发货,n,pos,0
87,包装,v,pos,1
87,完整,a,pos,2
87,价格,n,pos,3
87,实惠,vn,pos,4
87,客服,n,pos,5
87,态度,n,pos,6
87,收到,v,pos,7
87,货,n,pos,8
87,迫不及待,i,pos,9
87,打开,v,pos,10
87,时,ng,pos,11
87,兴奋,v,pos,12
87,包装,v,pos,13
87,破损,v,pos,14
87,超级,b,pos,15
87,棒,a,pos,16
87,质量,n,pos,17
87,物有所值,l,pos,18
87,宝贝儿,nr,pos,19
87,真心,d,pos,20
87,不错,a,pos,21
87,说实话,l,pos,22
87,真的,d,pos,23
87,喜欢,v,pos,24
87,正品,n,pos,25
87,性价比,n,pos,26
87,高,a,pos,27
87,便宜,a,pos,28
87,真的,d,pos,29
87,赚,v,pos,30
87,真的,d,pos,31
87,值得,v,pos,32
87,购买,v,pos,33
87,包装,v,pos,34
87,无法形容,l,pos,35
87,店家,n,pos,36
87,售后,n,pos,37
87,力,n,pos,38
87,服务态度,n,pos,39
87,特别,d,pos,40
87,发货,n,pos,41
87,速度,n,pos,42
87,客服,n,pos,43
87,特别,d,pos,44
87,热情,n,pos,45
87,物流,n,pos,46
87,超级,b,pos,47
87,好评,v,pos,48
87,好评,v,pos,49
87,喜欢,v,pos,50
87,真心,d,pos,51
87,谢谢,nr,pos,52
87,店家,n,pos,53
87,客服,n,pos,54
87,售后,n,pos,55
87,人员,n,pos,56
87,耐心,a,pos,57
87,回复,v,pos,58
87,回复,v,pos,59
87,态度,n,pos,60
87,发货,n,pos,61
87,快递,v,pos,62
87,送到,v,pos,63
87,很快,d,pos,64
87,一点,m,pos,65
87,实惠,vn,pos,66
87,店家,n,pos,67
87,细心,n,pos,68
87,包裹,v,pos,69
87,结实,n,pos,70
87,赞,v,pos,71
87,快递,v,pos,72
87,哥,n,pos,73
87,态度,n,pos,74
87,超级,b,pos,75
87,棒,zg,pos,76
87,超赞,v,pos,77
87,....,m,pos,78
88,昨天,t,pos,0
88,下单,n,pos,1
88,送货,v,pos,2
88,快递,v,pos,3
88,员,zg,pos,4
88,厉害,a,pos,5
88,帮,v,pos,6
88,扛,v,pos,7
88,楼,n,pos,8
88,辛苦,a,pos,9
88,快递,v,pos,10
88,员,q,pos,11
90,安装,v,pos,0
90,颜值,n,pos,1
90,满分,d,pos,2
90,东西,ns,pos,3
90,力,n,pos,4
90,这回,mq,pos,5
90,洗菜,n,pos,6
90,洗手,v,pos,7
90,用到,v,pos,8
90,热水,n,pos,9
90,满意,v,pos,10
90,服务,vn,pos,11
90,不错,a,pos,12
90,安装,v,pos,13
90,师傅,nr,pos,14
90,技术,n,pos,15
90,分,v,pos,16
90,技术,n,pos,17
90,娴熟,a,pos,18
90,辅料,n,pos,19
90,一共,j,pos,20
90,花,v,pos,21
91,物流,n,pos,0
91,速度,n,pos,1
91,值得,v,pos,2
91,信赖,n,pos,3
91,安装,v,pos,4
95,安装,v,pos,0
95,师傅,nr,pos,1
95,上门,ns,pos,2
95,安装,v,pos,3
95,移花,n,pos,4
95,洒,v,pos,5
95,墙,n,pos,6
95,开,v,pos,7
95,洞,n,pos,8
95,问,v,pos,9
95,好几个,m,pos,10
95,水管,n,pos,11
95,走向,v,pos,12
95,试,v,pos,13
95,还好,v,pos,14
95,爆管,v,pos,15
95,切割,v,pos,16
95,管子,n,pos,17
95,安装,v,pos,18
95,试水,n,pos,19
95,水,n,pos,20
95,洗手台,nz,pos,21
95,出水,v,pos,22
95,上满,v,pos,23
95,不用,v,pos,24
95,温度,n,pos,25
95,设在,v,pos,26
95,度,zg,pos,27
95,一个多,m,pos,28
95,小时,n,pos,29
95,到度,d,pos,30
95,线,n,pos,31
95,长度,ns,pos,32
95,表,v,pos,33
95,明码标价,n,pos,34
95,收,v,pos,35
95,安装费,n,pos,36
95,师傅,nr,pos,37
95,打扫,v,pos,38
95,工作,vn,pos,39
95,现场,n,pos,40
95,走,v,pos,41
95,晚上,t,pos,42
95,断电,n,pos,43
96,东西,ns,pos,0
96,实用,v,pos,1
96,家里人,nrt,pos,2
96,满意,v,pos,3
96,喜欢,v,pos,4
96,朋友,n,pos,5
96,犹豫,a,pos,6
96,品牌,n,pos,7
96,金,n,pos,8
96,公公,n,pos,9
96,东西,ns,pos,10
96,不错,a,pos,11
96,选择,v,pos,12
99,安装,v,pos,0
99,比较满意,l,pos,1
99,安装,v,pos,2
99,免费,vn,pos,3
99,材料,n,pos,4
99,收费,n,pos,5
99,购买,v,pos,6
99,材料,n,pos,7
99,九折,m,pos,8
99,材料,n,pos,9
99,费用,n,pos,10
99,地方,n,pos,11
99,管件,n,pos,12
99,情况,n,pos,13
99,打折,v,pos,14
99,安装,v,pos,15
99,师傅,nr,pos,16
99,态度,n,pos,17
99,点,m,pos,18
99,赞,v,pos,19
101,物流,n,pos,0
101,挺快,v,pos,1
101,昨天下午,t,pos,2
101,刚刚,d,pos,3
101,买下,v,pos,4
101,收到,v,pos,5
101,货,n,pos,6
101,包装,v,pos,7
101,完整,a,pos,8
101,破损,v,pos,9
101,师傅,nr,pos,10
101,安装,v,pos,11
101,不错,a,pos,12
103,在家,r,pos,0
103,当天,t,pos,1
103,到货,v,pos,2
103,电话,n,pos,3
103,预约,v,pos,4
103,当天,t,pos,5
103,安装,v,pos,6
103,装修,v,pos,7
103,工人,n,pos,8
103,看着,v,pos,9
103,安装,v,pos,10
103,安装,v,pos,11
103,水,n,pos,12
103,调试,vn,pos,13
103,照片,n,pos,14
103,只能,v,pos,15
103,回家,n,pos,16
103,追加,v,pos,17
103,整体,n,pos,18
103,服务,vn,pos,19
103,物流,n,pos,20
103,特别,d,pos,21
103,准时,v,pos,22
103,好评,v,pos,23
104,送货,v,pos,0
104,很快,d,pos,1
104,预约,v,pos,2
104,安装,v,pos,3
104,师傅,nr,pos,4
104,安装,v,pos,5
104,安装,v,pos,6
104,师傅,nr,pos,7
104,专业,n,pos,8
104,安装,v,pos,9
104,很快,d,pos,10
104,没用,v,pos,11
104,效果,n,pos,12
106,不错,a,pos,0
106,很好,d,pos,1
106,包装,v,pos,2
106,结实,n,pos,3
106,送货上门,l,pos,4
106,我家,r,pos,5
106,楼,n,pos,6
106,电梯,n,pos,7
106,师傅,nr,pos,8
106,送上来,v,pos,9
106,服务,vn,pos,10
106,操作,v,pos,11
106,简洁,a,pos,12
106,家里,s,pos,13
106,老人,n,pos,14
106,一学,n,pos,15
106,不错,a,pos,16
106,品牌,n,pos,17
106,值得,v,pos,18
106,信赖,n,pos,19
109,家里,s,pos,0
109,品牌,n,pos,1
109,性价比,n,pos,2
